,date,membership_number,amount,n_sales,brand,item_name,category1,category2,gender,age,rank,address
0,10/01/2021,1745105,6000,1,jeanasis,12GｱｿｰﾄﾎﾞﾀﾝｸﾙｰCD,レディース,ニット,f,50,regular,chiba
1,10/01/2021,5525093,5900,1,bayflow,ﾐﾈﾄﾝｶ ECOｽｴｰﾄﾞPO,MENSアパレル,Ｍ．トップス,f,40,silver,chiba
2,10/01/2021,10652065,13000,1,jeanasis,ﾋﾞｶﾞｰﾛﾝｸﾞﾌﾞｰﾂ,レディース,シューズ,f,40,gold,chiba
3,10/01/2021,11814932,4500,1,niko_and,ｶﾗﾌﾙｽﾄﾗｲﾌﾟBDｼｬﾂ,ウィメンズウェア,Ｌ．トップス,f,20,silver,chiba
4,10/01/2021,12004767,9000,1,hare,ｽﾃｯﾁﾃﾞｻﾞｲﾝSK,レディース,スカート,m,20,gold,chiba
5,10/01/2021,30909071,4500,1,niko_and,40ﾋﾞｴﾗﾁｪｯｸﾜｲﾄﾞSH,ウィメンズウェア,Ｌ．トップス,f,40,platinum,chiba
6,10/01/2021,31786803,3510,1,rageblue,ﾗｸﾞｲｰｼﾞｰｼｬﾂLS,メンズ,フハク,f,30,silver,chiba
7,10/01/2021,32593477,6000,1,jeanasis,12GｱｿｰﾄﾎﾞﾀﾝｸﾙｰCD,レディース,ニット,f,20,silver,chiba
8,10/01/2021,33288184,7000,1,lowrys_farm,ﾒﾗﾝｼﾞﾂｲﾙｳｼﾛﾀｯｸJK,レディース,アウター,f,-1,silver,chiba
9,10/01/2021,34063362,5900,1,niko_and,ｷﾓｳﾂｲﾙｲｰｼﾞｰPT,メンズウェア,ＭＥＮＳ,f,10,silver,ibaraki
10,10/01/2021,34063362,9000,1,jeanasis,ﾛﾝｸﾞﾃｰﾗｰﾍﾞｽﾄ,レディース,アウター,f,10,silver,ibaraki
11,10/01/2021,34063362,5900,1,niko_and,ｷﾓｳﾂｲﾙｵｰﾌﾟﾝｶﾗｰSH,メンズウェア,Ｍ．トップス,f,10,silver,ibaraki
12,10/01/2021,34063362,5000,1,rageblue,TRﾀｯｸﾜｲﾄﾞP,メンズ,パンツ,f,10,silver,ibaraki
13,10/01/2021,34064124,3500,1,global_work,ｷﾅｶﾞｽﾄﾞﾗｲｶｰﾃﾞ,メンズ,カット,m,20,regular,chiba
14,10/01/2021,34064553,3900,1,global_work,ﾄﾘﾌﾟﾙｲｰｼﾞｰｶﾞﾗﾆｯﾄ,レディース,ニット,f,20,regular,saitama
15,10/02/2021,1122331,5900,1,niko_and,ｷﾓｳﾂｲﾙｲｰｼﾞｰPT,メンズウェア,ＭＥＮＳ,f,40,gold,chiba
16,10/02/2021,1122331,10000,1,rageblue,PEﾂｲﾙﾄﾚﾝﾁｺｰﾄ,メンズ,アウター,f,40,gold,chiba
17,10/02/2021,1122331,5900,1,niko_and,ｷﾓｳﾂｲﾙｵｰﾌﾟﾝｶﾗｰSH,メンズウェア,Ｍ．トップス,f,40,gold,chiba
18,10/02/2021,1122331,2900,1,niko_and,ﾜｯｼｬｰﾛｰﾙｷｬｯﾌﾟ,メンズ服飾雑貨,Ｍ．グッズ,f,40,gold,chiba
19,10/02/2021,1122331,6500,1,jeanasis,VｶﾗｰﾂｲﾙBIGSHLS,レディース,フハク,f,40,gold,chiba
20,10/02/2021,1205679,1900,1,global_work,ｱﾗｴﾙｺｳｷﾝﾊﾞｹｯﾄﾊｯﾄ,レディース,その他服飾雑貨,f,30,platinum,chiba
21,10/02/2021,1413822,4900,1,pageboy,ｳｰﾙﾗｲｸSETUPSP,レディース,ショートパンツ,f,50,gold,tokyo
22,10/02/2021,1413822,4000,1,lowrys_farm,ﾎﾟﾝﾁｻｲﾄﾞｽﾘｯﾄﾊﾟﾝﾂ,レディース,パンツ,f,50,gold,tokyo
23,10/02/2021,1413822,4500,1,pageboy,ｸﾙｰﾈｯｸﾎﾞﾘｭｰﾑCD,レディース,ニット,f,50,gold,tokyo
24,10/02/2021,2556011,1900,1,global_work,ｿﾃﾞﾎﾞﾘｭｰﾑﾛﾝT,レディース,カット,f,20,regular,tokyo
25,10/02/2021,2815479,3500,1,lowrys_farm,K/CｷﾞｬｻﾞｰｷﾘｶｴBL,キッズ,インナー,f,30,regular,chiba
26,10/02/2021,3139775,2250,1,global_work,ﾃｨｱｰﾄﾞﾌﾞﾗｳｽ/7S,キッズ,インナー,f,30,regular,chiba
27,10/02/2021,3509747,4410,1,lepsim,ｷﾘｶｴｷﾞｬｻﾞｰOP,レディース,ワンピース,f,30,silver,kanagawa
28,10/02/2021,3509747,4050,1,lepsim,12Gﾎﾟﾝﾁｮﾍﾞｽﾄ,レディース,ニット,f,30,silver,kanagawa
29,10/02/2021,3509747,5310,1,niko_and,ｽﾄﾗｲﾌﾟBIGVﾈｯｸCD,メンズウェア,Ｍ．トップス,f,30,silver,kanagawa
30,10/02/2021,3509747,4950,1,niko_and,ﾀﾞﾝﾎﾞｰﾙｸﾙｰﾈｯｸPO,NUMERALS,Ｍ．トップス,f,30,silver,kanagawa
31,10/02/2021,3509747,3240,1,bayflow,ｼﾙｸMIXVﾈｯｸﾆｯﾄ,WOMENSアパレル,Ｌ．トップス,f,30,silver,kanagawa
32,10/02/2021,3834615,1900,1,lowrys_farm,ﾚｰｽﾌﾗｯﾌﾟﾁｭﾆｯｸ5S,レディース,フハク,f,40,silver,chiba
33,10/02/2021,3834615,3900,1,lakole,ｼﾙｷｰﾀｯﾁｽｴｰﾄﾞPK,メンズ,ｶｯﾄｿｰ,f,40,silver,chiba
34,10/02/2021,3927443,3900,1,global_work,ｸﾛｺﾎﾞｽﾄﾝﾊﾞｯｸﾞ,レディース,バッグ,f,20,silver,kanagawa
35,10/02/2021,3927443,13000,2,jeanasis,Wﾌｪｲｽﾌｰﾃﾞｨ,レディース,ニット,f,20,silver,kanagawa
36,10/02/2021,3927443,3600,1,bayflow,ｼﾙｸMIXVﾈｯｸﾆｯﾄ,WOMENSアパレル,Ｌ．トップス,f,20,silver,kanagawa
37,10/02/2021,4722211,6000,1,jeanasis,12GｱｿｰﾄﾎﾞﾀﾝｸﾙｰCD,レディース,ニット,f,40,gold,chiba
38,10/02/2021,4928310,11700,1,apart_by_lawrys,HAND/ﾎﾟｹｯﾄCD,レディース,ニット,f,20,gold,chiba
39,10/02/2021,4928310,5850,1,apart_by_lawrys,ｿﾛﾃｯｸｽ/REGｼｬﾂ,レディース,フハク,f,20,gold,chiba
40,10/02/2021,6144156,2000,1,rageblue,ﾚｻﾞｰﾀｯﾁﾄｰﾄBAG,メンズ,バッグ,f,50,silver,tokyo
41,10/02/2021,6178395,6000,1,jeanasis,12GｱｿｰﾄﾎﾞﾀﾝｸﾙｰCD,レディース,ニット,f,30,diamond,ibaraki
42,10/02/2021,6633104,3600,1,bayflow,ｼﾙｸMIXVﾈｯｸﾆｯﾄ,WOMENSアパレル,Ｌ．トップス,f,40,silver,chiba
43,10/02/2021,6633104,4500,1,global_work,ｻﾗｻﾗｻﾃﾝﾌﾚｱｽｶｰﾄ,レディース,スカート,f,40,silver,chiba
44,10/02/2021,6633104,2000,1,lakole,ﾊﾞｽｸﾛﾝｸﾞｽﾘｰﾌﾞT,メンズ,ｶｯﾄｿｰ,f,40,silver,chiba
45,10/02/2021,7650064,6300,1,lowrys_farm,ﾗﾅﾃｯｸﾀｷﾉｳﾀﾞﾌﾞﾙJK,レディース,アウター,f,20,silver,chiba
46,10/02/2021,8036458,4500,1,lowrys_farm,7GﾁｬｲﾅCDLS,レディース,ニット,f,20,gold,chiba
47,10/02/2021,8756546,2450,1,lowrys_farm,ｼﾞｬｶﾞｰﾄﾞﾄｰﾄBAG,レディース,バッグ,NA,-1,regular,kanagawa
48,10/02/2021,9016052,2250,1,global_work,ｿｯｶﾝ/ﾌﾟﾘｰﾂｲｰｼﾞｰP,キッズ,ボトムス,f,40,gold,chiba
49,10/02/2021,9016052,4500,1,niko_and,ﾏｰｾWashingﾊﾞﾝﾄﾞS,ウィメンズウェア,Ｌ．トップス,f,40,gold,chiba
50,10/02/2021,9016052,2500,1,global_work,ｵｼｬﾗｸﾄﾞｯｷﾝｸﾞPOLS,キッズ,インナー,f,40,gold,chiba
51,10/02/2021,9141410,5310,1,pageboy,ﾌﾛﾝﾄｽﾘｯﾄｼﾞｰﾝｽﾞ,レディース,パンツ,f,20,silver,chiba
52,10/02/2021,9991843,3900,1,lakole,7GｱｿｰﾄｼﾞｬｶﾞｰﾄﾞCD,ウィメンズ,ﾆｯﾄ,f,20,silver,saitama
53,10/02/2021,10593063,3900,1,global_work,ﾄﾘﾌﾟﾙｲｰｼﾞｰｶﾞﾗﾆｯﾄ,レディース,ニット,f,20,gold,chiba
54,10/02/2021,11093316,2835,1,niko_and,ｷﾞﾝｶﾞﾑﾁｪｯｸﾌﾚｱPT,ウィメンズウェア,Ｌ．ボトムス,f,30,silver,tokyo
55,10/02/2021,11093316,4725,1,lowrys_farm,ﾀﾞﾌﾞﾙﾙｰｽﾞｼﾞｬｹｯﾄ,レディース,アウター,f,30,silver,tokyo
56,10/02/2021,12065305,6500,1,lowrys_farm,ﾚｲﾔｰﾄﾞﾍﾞｽﾄ2POP,レディース,ワンピース,f,20,regular,tokyo
57,10/02/2021,12102806,6210,1,bayflow,JMﾛｺﾞJQﾆｯﾄPO,MENSアパレル,Ｍ．トップス,f,50,regular,chiba
58,10/02/2021,12190226,5310,1,niko_and,ｷﾓｳﾂｲﾙｵｰﾌﾟﾝｶﾗｰSH,メンズウェア,Ｍ．トップス,f,20,silver,chiba
59,10/02/2021,12377156,5309,1,niko_and,CｺｳﾐﾂｽﾀﾝﾄﾞﾏｷｼOP2,ウィメンズウェア,ＯＰ＆チュニック,m,50,silver,chiba
60,10/02/2021,12377156,4501,1,rageblue,TRﾅﾛｰﾃｰﾊﾟｰﾄP,メンズ,パンツ,m,50,silver,chiba
61,10/02/2021,12377156,8820,2,global_work,URBAN SLACKS,メンズ,パンツ,m,50,silver,chiba
62,10/02/2021,12377156,3510,1,lakole,7GｱｿｰﾄｼﾞｬｶﾞｰﾄﾞCD,ウィメンズ,ﾆｯﾄ,m,50,silver,chiba
63,10/02/2021,12377156,4050,1,lowrys_farm,2WAYBIGJQDﾍﾞｽﾄ,レディース,ニット,m,50,silver,chiba
64,10/02/2021,12377156,4140,1,lakole,ｿﾌﾄCｷﾞｬｻﾞｰﾖｰｸDR,ウィメンズ,ﾜﾝﾋﾟｰｽ,m,50,silver,chiba
65,10/02/2021,12976261,6300,1,lowrys_farm,ｷﾙﾃｨﾝｸﾞﾌﾞﾙｿﾞﾝ,レディース,アウター,f,-1,silver,chiba
66,10/02/2021,30082127,3511,1,global_work,ｳﾂｸｼﾙｴｯﾄﾃｰﾊﾟｰｶﾞﾗ,レディース,パンツ,f,20,silver,chiba
67,10/02/2021,30082127,8999,2,lowrys_farm,ﾂｲﾙｶﾗｰﾌﾚｱﾊﾟﾝﾂ,レディース,パンツ,f,20,silver,chiba
68,10/02/2021,30383414,8010,1,pageboy,LMﾅｲﾛﾝﾌﾞﾙｿﾞﾝ,他,アウター,f,30,silver,chiba
69,10/02/2021,30383414,3600,1,global_work,ｼｭﾝｿｸ/ﾊｲｼｮｸｽﾆｰｶｰ,キッズ,グッズ,f,30,silver,chiba
70,10/02/2021,30383414,4860,1,hare,ﾄﾞﾙﾏﾝｶｯﾄ/LS,メンズ,カット,f,30,silver,chiba
71,10/02/2021,30383414,4050,2,global_work,Disney/ｸﾞﾗﾌｨｯｸLS,キッズ,インナー,f,30,silver,chiba
72,10/02/2021,30393171,5500,1,jeanasis,WﾌｪｲｽﾌﾄﾘﾌﾞｼｮｰﾄHN,レディース,ニット,f,20,silver,saitama
73,10/02/2021,30616684,5310,1,pageboy,ﾄﾞﾚｽｼﾞｰﾝｽﾞ,レディース,パンツ,f,20,silver,chiba
74,10/02/2021,30856340,3900,1,lakole,7GｱｿｰﾄｼﾞｬｶﾞｰﾄﾞCD,ウィメンズ,ﾆｯﾄ,f,40,silver,chiba
75,10/02/2021,30856340,2500,1,pageboy,ｵﾆｽﾘｰﾌﾞLS,レディース,カットソー,f,40,silver,chiba
76,10/02/2021,30897946,5250,1,lowrys_farm,ﾀﾞﾌﾞﾙﾙｰｽﾞｼﾞｬｹｯﾄ,レディース,アウター,f,20,regular,miyagi
77,10/02/2021,31068124,5850,1,jeanasis,VTGBｼｮﾙﾀﾞｰBAG,レディース,バッグ,f,20,regular,chiba
78,10/02/2021,31340720,6500,1,studio_clip,ｽｿﾕﾚｱｳﾀｰﾜﾝﾋﾟｰｽ,レディース,ＯＰ＆チュニック,m,30,silver,ibaraki
79,10/02/2021,31340720,17000,1,hare,2WAYﾄﾞﾙﾏﾝｺｰﾄ,メンズ,アウター,m,30,silver,ibaraki
80,10/02/2021,31872347,6000,1,lowrys_farm,ｸﾘｱﾄﾛﾃｰﾊﾟｰﾄﾞ,メンズ,パンツ,m,20,silver,chiba
81,10/02/2021,31955658,4500,1,lowrys_farm,2WAYBIGJQDﾍﾞｽﾄ,レディース,ニット,f,20,silver,shizuoka
82,10/02/2021,31956707,5500,1,global_work,ｻﾗｻﾗﾘﾗｯｸｽﾜﾝﾋﾟｰｽ,レディース,ワンピース,f,20,regular,chiba
83,10/02/2021,31993925,11700,1,jeanasis,ﾋﾞｶﾞｰﾛﾝｸﾞﾌﾞｰﾂ,レディース,シューズ,f,50,silver,chiba
84,10/02/2021,32246865,5900,1,niko_and,ｷﾓｳﾂｲﾙｵｰﾌﾟﾝｶﾗｰSH,メンズウェア,Ｍ．トップス,f,20,platinum,chiba
85,10/02/2021,32246865,5900,1,niko_and,ｷﾓｳﾂｲﾙｲｰｼﾞｰPT,メンズウェア,ＭＥＮＳ,f,20,platinum,chiba
86,10/02/2021,32249937,5900,1,pageboy,ﾄﾞﾚｽｼﾞｰﾝｽﾞ,レディース,パンツ,f,-1,gold,chiba
87,10/02/2021,32249937,6500,1,global_work,ﾆｯﾄﾍﾞｽﾄ*ｼｬﾂOPｾｯﾄ,レディース,ワンピース,f,-1,gold,chiba
88,10/02/2021,32249937,5500,1,global_work,ｻﾗｻﾗﾘﾗｯｸｽﾜﾝﾋﾟｰｽ,レディース,ワンピース,f,-1,gold,chiba
89,10/02/2021,32640956,7109,1,niko_and,ﾃﾞﾆﾑｵｰﾊﾞｰｵｰﾙ,メンズウェア,ＭＥＮＳ,f,20,silver,chiba
90,10/02/2021,32640956,3511,1,niko_and,ﾊｲﾈｯｸﾚｲﾔｰﾄﾞPO,メンズウェア,Ｍ．トップス,f,20,silver,chiba
91,10/02/2021,32640956,1800,1,lowrys_farm,BASICTOTE/M,レディース,バッグ,f,20,silver,chiba
92,10/02/2021,32675663,5900,1,niko_and,ｽﾄﾗｲﾌﾟBIGVﾈｯｸCD,メンズウェア,Ｍ．トップス,m,30,regular,chiba
93,10/02/2021,32795803,4500,1,rageblue,ｶｯﾄｽｳｪｰﾄﾞｼｼｭｳｸﾙｰ,メンズ,カット,f,20,gold,saitama
94,10/02/2021,32943261,7000,1,jeanasis,ｹｰﾌﾞﾙﾀﾞﾒｰｼﾞBIGV,レディース,ニット,f,20,regular,chiba
95,10/02/2021,33248568,2000,1,lowrys_farm,K/USAﾎﾟｹｯﾄPOLS*,キッズ,インナー,f,50,regular,tokyo
96,10/02/2021,33269688,9000,1,rageblue,PEﾂｲﾙﾄﾚﾝﾁｺｰﾄ,メンズ,アウター,m,20,gold,chiba
97,10/02/2021,33587484,4900,1,pageboy,ｳｰﾙﾗｲｸSETUPSP,レディース,ショートパンツ,f,20,regular,kanagawa
98,10/02/2021,33587484,7000,1,pageboy,ｳｰﾙﾗｲｸSETUPJKT,レディース,アウター,f,20,regular,kanagawa
99,10/02/2021,33667417,5310,1,elura,ｵﾄﾅﾘｭｸｽｸﾙ-ﾈｯｸPO,ウィメンズ,カット,f,10,silver,chiba
100,10/02/2021,33667417,6300,1,lowrys_farm,ｷﾙﾃｨﾝｸﾞﾌﾞﾙｿﾞﾝ,レディース,アウター,f,10,silver,chiba
101,10/02/2021,33758859,5000,1,lowrys_farm,ｽｴｰﾄﾞﾏｰﾒｲﾄﾞｽｶｰﾄ,レディース,スカート,f,40,gold,chiba
102,10/02/2021,33758859,5000,1,lowrys_farm,2WAYﾊｲｼｮｸｽﾃｯﾁLS,レディース,ニット,f,40,gold,chiba
103,10/02/2021,33758859,4500,1,global_work,ﾒﾙﾃｨｰｱｿｰﾄｶﾞﾗCD,レディース,ニット,f,40,gold,chiba
104,10/02/2021,33913386,5000,1,lowrys_farm,2WAYﾊｲｼｮｸｽﾃｯﾁLS,レディース,ニット,f,20,regular,hokkaido
105,10/02/2021,33946656,5900,1,niko_and,ﾊﾟﾅﾏﾄﾞﾋﾞｰｶﾞﾗｼｬﾂ,メンズウェア,Ｍ．トップス,m,20,silver,chiba
106,10/02/2021,34057178,3510,1,lakole,7GｱｿｰﾄｼﾞｬｶﾞｰﾄﾞCD,ウィメンズ,ﾆｯﾄ,f,20,regular,chiba
107,10/02/2021,34057178,8100,1,jeanasis,ﾛﾝｸﾞﾃｰﾗｰﾍﾞｽﾄ,レディース,アウター,f,20,regular,chiba
108,10/02/2021,34057178,4050,1,lowrys_farm,2WAYBIGJQDﾍﾞｽﾄ,レディース,ニット,f,20,regular,chiba
109,10/02/2021,34064416,6210,1,niko_and,ｽﾏｰﾄﾃｯｸﾑｼﾞｶﾞﾗBZ,メンズウェア,Ｍ．アウター,m,40,regular,chiba
110,10/02/2021,34067688,4860,1,hare,ﾄﾞﾙﾏﾝｶｯﾄ/LS,メンズ,カット,m,10,silver,chiba
111,10/02/2021,34067688,5310,1,niko_and,ｷﾓｳﾂｲﾙｲｰｼﾞｰPT,メンズウェア,ＭＥＮＳ,m,10,silver,chiba
112,10/02/2021,34067688,5310,1,niko_and,ｷﾓｳﾂｲﾙｵｰﾌﾟﾝｶﾗｰSH,メンズウェア,Ｍ．トップス,m,10,silver,chiba
113,10/02/2021,34067688,6210,1,bayflow,JMﾛｺﾞJQﾆｯﾄPO,MENSアパレル,Ｍ．トップス,m,10,silver,chiba
114,10/02/2021,34067688,4050,1,lowrys_farm,USABIGｳﾗｹPK*,メンズ,カット,m,10,silver,chiba
115,10/02/2021,34069088,4900,1,niko_and,ﾊﾞﾝﾀﾞﾅﾋﾟｸﾞﾒﾝﾄﾛﾝT,メンズウェア,Ｍ．トップス,m,20,regular,chiba
116,10/02/2021,34070724,7200,1,rageblue,28WｺｰﾙBIGBZ,メンズ,アウター,f,-1,regular,tokyo
117,10/02/2021,34071618,3900,1,lepsim,ﾚﾌﾟｶﾙ2PﾎﾟｰﾁﾐﾆSD,レディース,バッグ,NA,-1,regular,NA
118,10/02/2021,34071791,8100,1,jeanasis,ﾓﾝｽﾀｰﾊﾟｰｶｰ,レディース,アウター,NA,-1,regular,NA
119,10/03/2021,1693515,6000,1,niko_and,ﾏｰｾWashingﾌﾚｱOP,ウィメンズウェア,ＯＰ＆チュニック,f,20,silver,gunma
120,10/03/2021,3217513,4500,1,pageboy,ｸﾙｰﾈｯｸﾎﾞﾘｭｰﾑCD,レディース,ニット,f,40,regular,chiba
121,10/03/2021,5006151,5900,1,niko_and,ｷﾓｳﾂｲﾙｲｰｼﾞｰPT,メンズウェア,ＭＥＮＳ,m,20,regular,tokyo
122,10/03/2021,5006151,5900,1,niko_and,ｷﾓｳﾂｲﾙｵｰﾌﾟﾝｶﾗｰSH,メンズウェア,Ｍ．トップス,m,20,regular,tokyo
123,10/03/2021,7031800,3600,1,mysty_woman,ﾌﾛｰﾗﾙｼｼｭｳ7Sﾌﾞﾗｳｽ,レディース,布帛,f,20,silver,chiba
124,10/03/2021,7031800,6210,1,elura,ｵﾄﾅﾘｭｸｽﾏﾝﾊﾟ,ウィメンズ,アウター,f,20,silver,chiba
125,10/03/2021,7131707,5850,1,lowrys_farm,ﾚｲﾔｰﾄﾞﾍﾞｽﾄ2POP,レディース,ワンピース,f,20,silver,chiba
126,10/03/2021,7171192,2000,1,niko_and,ﾜｯｼｬｰﾅｲﾛﾝｷｬｯﾌﾟ,メンズ服飾雑貨,Ｍ．グッズ,f,20,regular,chiba
127,10/03/2021,7667201,4000,1,lowrys_farm,ﾎﾟﾝﾁｻｲﾄﾞｽﾘｯﾄﾊﾟﾝﾂ,レディース,パンツ,f,20,silver,chiba
128,10/03/2021,8546463,4500,2,global_work,ｿﾌﾄﾀｯﾁｺｰﾃﾞｭﾛｲｽﾘﾑ,キッズ,ボトムス,f,40,silver,chiba
129,10/03/2021,8781099,9000,1,hare,SOFTﾓﾍﾔﾆｯﾄCD,メンズ,ニット,f,20,gold,saitama
130,10/03/2021,8978906,2450,1,lowrys_farm,ｼﾞｬｶﾞｰﾄﾞﾄｰﾄBAG,レディース,バッグ,f,20,silver,chiba
131,10/03/2021,8978906,2500,1,lowrys_farm,Fﾚｻﾞｰﾊﾞｹｯﾄﾊｯﾄ,レディース,その他服飾雑貨,f,20,silver,chiba
132,10/03/2021,9511667,3900,1,lakole,5GﾄﾞﾗｲﾓｰﾙﾁｬﾝｷCD,ウィメンズ,ﾆｯﾄ,f,-1,regular,chiba
133,10/03/2021,9519900,4000,1,lowrys_farm,7GｽﾘｯﾄPOLS,レディース,ニット,f,20,silver,chiba
134,10/03/2021,9519900,3500,1,global_work,ｷﾚｲﾐｴｻﾗｻﾗﾌﾟﾘﾝﾄLS,レディース,カット,f,20,silver,chiba
135,10/03/2021,9519900,4500,1,global_work,ﾒﾙﾃｨｰｱｿｰﾄｶﾞﾗCD,レディース,ニット,f,20,silver,chiba
136,10/03/2021,9519900,4500,1,pageboy,ｸﾙｰﾈｯｸﾎﾞﾘｭｰﾑCD,レディース,ニット,f,20,silver,chiba
137,10/03/2021,9573530,5900,1,pageboy,ﾌﾛﾝﾄｽﾘｯﾄｼﾞｰﾝｽﾞ,レディース,パンツ,f,20,platinum,tokyo
138,10/03/2021,10229621,3600,1,lepsim,ﾁｭﾆｯｸﾌﾞﾗｳｽ,レディース,フハク,f,20,silver,okinawa
139,10/03/2021,10229621,3150,1,lepsim,ｷﾉｳﾂｷｽﾄﾚｰﾄPT,レディース,パンツ,f,20,silver,okinawa
140,10/03/2021,10436125,4950,1,jeanasis,WﾌｪｲｽﾌﾄﾘﾌﾞｼｮｰﾄHN,レディース,ニット,f,20,silver,chiba
141,10/03/2021,10436125,5850,1,jeanasis,7GﾁﾙﾃﾞﾝVPO,レディース,ニット,f,20,silver,chiba
142,10/03/2021,11509420,4500,1,jeanasis,ｿﾃﾞﾎﾞﾘｭｰﾑｺｰﾄﾞBL,レディース,フハク,f,20,regular,tokyo
143,10/03/2021,11917643,3900,1,global_work,ﾒﾙﾃｨｰｶﾞﾗﾆｯﾄﾍﾞｽﾄ,レディース,ニット,f,40,regular,chiba
144,10/03/2021,12103907,4500,1,pageboy,ｸﾙｰﾈｯｸﾎﾞﾘｭｰﾑCD,レディース,ニット,f,20,gold,chiba
145,10/03/2021,12103907,6500,1,jeanasis,VｶﾗｰﾂｲﾙBIGSHLS,レディース,フハク,f,20,gold,chiba
146,10/03/2021,12103907,4000,1,lowrys_farm,7GｽﾘｯﾄPOLS,レディース,ニット,f,20,gold,chiba
147,10/03/2021,12131134,9000,1,apart_by_lawrys,ﾋﾟﾝﾀｯｸﾚｲﾔｰﾄﾞﾌｳOP,レディース,ワンピース,f,40,regular,chiba
148,10/03/2021,12149983,5600,1,lowrys_farm,ﾃﾞｼﾝｷｶｶﾞﾗｼｬﾂL/S,メンズ,フハク,m,30,silver,chiba
149,10/03/2021,12169351,4050,1,global_work,AIRCUSHION CR/LS,メンズ,カット,f,20,silver,chiba
150,10/03/2021,12169351,3510,1,global_work,ﾒﾙﾃｨｰｶﾞﾗﾆｯﾄﾍﾞｽﾄ,レディース,ニット,f,20,silver,chiba
151,10/03/2021,12169351,16200,1,hare,Sﾚｻﾞｰﾄﾞﾙﾏﾝﾌﾞﾙｿﾞﾝ,メンズ,アウター,f,20,silver,chiba
152,10/03/2021,12561659,11000,1,jeanasis,ﾓｰﾙﾁｪｯｸﾃｰﾗｰJK,レディース,アウター,f,20,regular,chiba
153,10/03/2021,12569174,9000,1,hare,ｽﾘﾑﾌﾚｱﾄﾗｳｻﾞｰ,メンズ,パンツ,m,20,gold,chiba
154,10/03/2021,12695586,3900,1,global_work,ｳﾂｸｼﾙｴｯﾄﾃｰﾊﾟｰﾄﾞP,レディース,パンツ,f,20,gold,chiba
155,10/03/2021,12695586,6500,1,jeanasis,ﾇﾊﾞｯｸﾗｲｸﾏｰﾒｲﾄﾞSK,レディース,スカート,f,20,gold,chiba
156,10/03/2021,30265174,3510,1,global_work,ｶｲﾃｷOPｼｬﾂLS,メンズ,フハク,m,20,gold,shizuoka
157,10/03/2021,30265174,3510,1,lakole,ｼﾙｷｰﾀｯﾁｽｴｰﾄﾞPK,メンズ,ｶｯﾄｿｰ,m,20,gold,shizuoka
158,10/03/2021,30333491,3900,1,global_work,ｽﾍﾟｶﾙﾍﾝｹｲ3WAYBAG,レディース,バッグ,f,40,silver,chiba
159,10/03/2021,30670364,3510,1,global_work,ﾒﾙﾃｨｰｶﾞﾗﾆｯﾄﾍﾞｽﾄ,レディース,ニット,f,20,silver,chiba
160,10/03/2021,30670364,5400,1,jeanasis,STRｺｰﾃﾞｭﾛｲﾌﾚｱP,レディース,パンツ,f,20,silver,chiba
161,10/03/2021,30690489,3900,1,global_work,ﾒﾙﾃｨｰｶﾞﾗﾆｯﾄﾍﾞｽﾄ,レディース,ニット,f,20,silver,chiba
162,10/03/2021,30973662,4950,1,jeanasis,WﾌｪｲｽﾌﾄﾘﾌﾞｼｮｰﾄHN,レディース,ニット,f,20,regular,chiba
163,10/03/2021,31091837,4900,1,lakole,SOFTｺｰﾃﾞｭﾛｲCPO,メンズ,ｼﾞｬｹｯﾄ,f,20,silver,chiba
164,10/03/2021,31349300,4950,1,jeanasis,WﾌｪｲｽﾌﾄﾘﾌﾞｼｮｰﾄHN,レディース,ニット,f,20,gold,tokyo
165,10/03/2021,31349300,5850,1,jeanasis,ﾇﾊﾞｯｸﾗｲｸﾏｰﾒｲﾄﾞSK,レディース,スカート,f,20,gold,tokyo
166,10/03/2021,31418231,5900,1,niko_and,ｽﾄﾗｲﾌﾟBIGVﾈｯｸCD,メンズウェア,Ｍ．トップス,f,20,silver,chiba
167,10/03/2021,31418231,4900,1,niko_and,ｱﾗｴﾙﾏﾙﾁｷﾙﾃｨﾝｸﾞJK,ウィメンズウェア,Ｌ．アウター,f,20,silver,chiba
168,10/03/2021,31637981,6000,1,jeanasis,STRｺｰﾃﾞｭﾛｲﾌﾚｱP,レディース,パンツ,f,-1,regular,chiba
169,10/03/2021,31804633,4900,1,lakole,SOFTｺｰﾃﾞｭﾛｲCPO,メンズ,ｼﾞｬｹｯﾄ,f,20,gold,chiba
170,10/03/2021,31875014,9000,1,hare,HWｽﾃｯﾁﾌﾚｱSK,レディース,スカート,f,-1,regular,chiba
171,10/03/2021,32548061,9500,1,hare,ﾄﾞﾙﾏﾝBIGSH/LS,メンズ,フハク,m,20,silver,chiba
172,10/03/2021,32603326,3900,1,global_work,ｱﾗｴﾙ*ﾘﾗｯｸｽｸﾙｰCD,レディース,ニット,f,40,silver,chiba
173,10/03/2021,32630166,5310,1,pageboy,ﾌﾛﾝﾄｽﾘｯﾄｼﾞｰﾝｽﾞ,レディース,パンツ,f,-1,regular,chiba
174,10/03/2021,32777088,4500,1,lowrys_farm,ﾋﾟﾝﾀｯｸﾚｲﾔｰﾄﾞBLLS,レディース,フハク,f,20,silver,tokyo
175,10/03/2021,32777088,4000,1,lowrys_farm,7GｽﾘｯﾄPOLS,レディース,ニット,f,20,silver,tokyo
